sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype
SN2013gy,0.0140133,0.0135587,0.911,0.003,14.765,0.005,-15.4,0.0485,0.0049,2.611e-06,,-0.008000000000000895,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,9.0,,8.98,9.16,CSPII,Ia,0.976,none
SN2013hh,0.01298,0.0141046,1.19,0.028,16.368,0.031,0.9,0.0247,0.0025,8.62e-05,,0.565999999999999,0.065,0.0,N/A,-1.0,-1.0,,,,,9.59,,9.41,9.69,CSPII,Ia-91T,0.928,none
SN2013hn,0.01513,0.0160268,0.823,0.026,15.048,0.031,1.4,0.0529,0.0053,-4.414e-05,,-0.06300000000000061,0.06661080993352356,0.0,N/A,-1.0,-1.0,,,,,10.99,,10.84,11.07,CSPII,Ia,0.98,none
SN2014D,0.0081733,0.0092489,0.958,0.023,16.367,0.033,2.7,0.0257,0.0026,-5.968e-05,,0.5660000000000025,0.06940461079784253,0.0,N/A,-1.0,-1.0,,,,,8.26,,8.15,8.38,CSPII,Ia,0.039,none
SN2014I,0.0299933,0.0302041,0.913,0.003,16.388,0.005,-7.2,0.0207,0.0021,2.877e-06,,0.012000000000000455,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,10.9,,10.76,11.31,CSPII,Ia,0.98,none
SN2014Z,0.02126,0.0209246,0.992,0.03,15.641,0.028,2.0,0.0246,0.0025,-7.009e-05,,-0.010000000000001563,0.060802960454241044,0.0,N/A,-1.0,-1.0,,,,,10.75,,10.66,10.81,CSPII,Ia,0.983,none
SN2014ao,0.0140733,0.015028,0.888,0.006,16.057,0.006,-0.7,0.0282,0.0028,-2.29e-07,,0.6090000000000018,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,10.57,,10.47,10.74,CSPII,Ia,0.979,none
SN2014at,0.03222,0.031543,0.95,0.003,16.519,0.005,-5.5,0.0164,0.0016,2.592e-06,,-0.03399999999999892,0.006403124237432849,0.0,N/A,-1.0,-1.0,,,,,11.25,,11.08,11.4,CSPII,Ia,0.984,none
SN2014ba,0.0058367,0.0049902,0.338,0.02,15.029,0.053,6.8,0.0102,0.001,-0.0001342,,0.9439999999999991,0.09402127418834526,0.0,N/A,-1.0,-1.0,,,,,10.64,,10.56,11.06,CSPII,Ia-91bg,0.954,none
SN2014dl,0.0329433,0.0331433,1.206,0.011,16.135,0.006,-7.7,0.0547,0.0055,2.011e-05,,0.019999999999999574,0.0078102496759066544,0.0,N/A,-1.0,-1.0,,,,,9.48,,9.19,9.68,CSPII,Ia-91T,0.694,none
SN2014dn,0.0221733,0.0221408,0.466,0.005,16.898,0.007,-0.3,0.0161,0.0016,5.989e-06,,0.6529999999999987,0.01,0.0,N/A,-1.0,-1.0,,,,,10.65,,10.58,10.72,CSPII,Ia,0.982,none
SN2014eg,0.01862,0.018331,1.177,0.01,15.268,0.009,-5.9,0.0257,0.0026,4.605e-05,,0.2569999999999997,0.009219544457292887,0.0,N/A,-1.0,-1.0,,,,,11.62,,11.47,11.73,CSPII,Ia-91T,0.947,none
SN2015bp,0.004069,0.0047083,0.703,0.006,13.692,0.008,-5.1,0.0454,0.0045,-3.784e-07,Ho,0.08200000000000074,0.012806248474865698,0.0,NGC5839,32.369,0.078,0.0,0.0,0.0,0.0,9.979,0.137,9.841999999999999,10.116,N/A,N/A,0.0,s
SN2016ajf,0.0203,0.0197686,0.488,0.015,16.385,0.019,-3.9,0.1417,0.0142,0.0001272,,0.5560000000000009,0.07507329751649384,0.0,NGC1278,34.202,0.106,9.254,0.027,69.2,3.4,11.436,0.116,11.32,11.552,N/A,N/A,0.0,s
SN2019ein,0.007755,0.0083714,0.863,0.01,13.999,0.019,-6.4,0.0099,0.001,7.706e-05,,-0.013999999999999346,0.022203603311174516,0.0,NGC5353,32.711,0.076,7.654,0.011,34.8,1.2,11.484,0.08,11.404,11.564,N/A,N/A,0.0,s
SNhunt281,0.0040667,0.004706,0.693,0.003,13.673,0.005,-12.0,0.0454,0.0045,8e-07,,0.04499999999999993,0.007071067811865475,0.0,N/A,-1.0,-1.0,,,,,9.75,,9.66,9.85,CSPII,Ia,0.947,none
