sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,dist,edist,covBVs,host,caltype
SN2013aj,0.00912,0.0100653,0.794,0.005,14.65,0.01,-4.9,0.0316,0.0032,4.203e-06,CSPII,Ia,0.969,0,1,0.0519999999999996,0.009219544457292887,0.0,9.82,9.99,10.38,-1.0,-1.0,3.427999999999999e-06,,
SN2013as,0.0684526,0.0696439,1.007,0.021,19.094,0.063,3.5,0.0336,0.0034,-4.03e-05,CSPII,Ia,0.984,1,0,0.0009999999999976694,0.0658027355054484,0.0,8.43,8.59,8.95,-1.0,-1.0,-5.059999999999999e-06,,
SN2013ay,0.0157167,0.0156526,0.495,0.019,15.996,0.062,7.5,0.0622,0.0062,-7.197e-06,CSPII,Ia,0.953,0,1,0.5299999999999994,0.08348652585896721,0.0,10.64,10.72,10.82,-1.0,-1.0,-5.4080000000000004e-05,,
SN2013az,0.0372533,0.037464,0.767,0.028,17.61,0.069,2.4,0.0271,0.0027,-7.81e-05,CSPII,Ia,0.972,1,0,0.08399999999999963,0.06940461079784253,0.0,10.93,10.99,11.07,-1.0,-1.0,5.700000000000003e-06,,
SN2013bc,0.02245,0.023528,0.482,0.022,17.451,0.065,0.8,0.0407,0.0041,-1.07e-05,CSPII,Ia,0.98,0,1,0.7510000000000012,0.0658027355054484,0.0,10.28,10.47,10.55,-1.0,-1.0,-8.650999999999999e-06,,
SN2013bz,0.01915,0.0201818,1.15,0.009,15.825,0.013,-5.0,0.0377,0.0038,3.097e-05,CSPII,Ia-91T,0.855,0,1,0.15399999999999991,0.009899494936611667,0.0,9.94,9.98,10.04,-1.0,-1.0,-4.879e-05,,
SN2013cg,0.0079467,0.009009,0.966,0.024,14.419,0.073,5.9,0.0749,0.0075,-0.0001042,CSPII,Ia,0.97,0,1,0.08700000000000152,0.07602631123499284,0.0,9.98,10.13,10.27,-1.0,-1.0,-2.3080000000000003e-05,,
SN2013ct,0.0038,0.0027369,1.002,0.006,12.416,0.015,22.7,0.0244,0.0024,-7.792e-06,CSPII,Ia,0.944,0,1,0.06400000000000006,0.0116619037896906,0.0,8.57,8.72,8.89,-1.0,-1.0,-1.7789000000000002e-05,,
SN2013dy,0.003889,0.0028843,1.091,0.007,13.177,0.006,-16.4,0.132,0.0132,7.107e-06,,,,,,0.20899999999999963,0.005,0.0,9.09,9.09,9.09,31.628,0.125,-2.789999999999998e-07,N7250,c
SN2013fy,0.0308467,0.0301903,1.17,0.011,16.957,0.015,-5.7,0.023,0.0023,5.318e-05,CSPII,Ia,0.985,1,1,0.022999999999999687,0.00848528137423857,0.0,10.77,10.86,10.96,-1.0,-1.0,-3.0946e-05,,
SN2013fz,0.0205933,0.0205517,1.016,0.004,16.118,0.007,-2.7,0.0119,0.0012,-1.863e-06,CSPII,Ia,0.98,0,1,0.004999999999999005,0.004242640687119285,0.0,10.61,10.69,10.77,-1.0,-1.0,7.739e-07,,
SN2013gv,0.0340967,0.0334585,0.846,0.008,17.408,0.013,-6.4,0.1434,0.0143,1.312e-05,CSPII,Ia,0.973,1,1,-0.01799999999999713,0.012041594578792296,0.0,11.16,11.27,11.56,-1.0,-1.0,-2.0000000000000486e-07,,
SN2013gy,0.0140133,0.0135587,0.911,0.003,15.274,0.008,-15.4,0.0485,0.0049,2.53e-06,CSPII,Ia,0.976,0,1,-0.008000000000000895,0.006403124237432849,0.0,8.98,9.0,9.16,-1.0,-1.0,2.5870000000000004e-06,,
SN2013hh,0.01298,0.0141046,1.19,0.028,16.421,0.068,0.9,0.0247,0.0025,0.0001295,CSPII,Ia-91T,0.928,0,1,0.565999999999999,0.065,0.0,9.41,9.59,9.69,-1.0,-1.0,2.0599999999999972e-06,,
SN2013hn,0.01513,0.0160268,0.823,0.026,15.648,0.068,1.4,0.0529,0.0053,-4.163e-05,CSPII,Ia,0.98,0,1,-0.06300000000000061,0.06661080993352356,0.0,10.84,10.99,11.07,-1.0,-1.0,-6.732e-05,,
SN2014D,0.0081733,0.0092489,0.958,0.023,16.536,0.069,2.7,0.0257,0.0026,-6.704e-05,CSPII,Ia,0.039,0,1,0.5660000000000025,0.06940461079784253,0.0,8.15,8.26,8.38,-1.0,-1.0,-1.8329999999999996e-05,,
SN2014I,0.0299933,0.0302041,0.913,0.003,16.93,0.008,-7.2,0.0207,0.0021,1.724e-06,CSPII,Ia,0.98,1,1,0.012000000000000455,0.006403124237432849,0.0,10.76,10.9,11.31,-1.0,-1.0,2.1750000000000004e-06,,
SN2014Z,0.02126,0.0209246,0.992,0.03,16.222,0.063,2.0,0.0246,0.0025,-8.466e-05,CSPII,Ia,0.983,0,1,-0.010000000000001563,0.060802960454241044,0.0,10.66,10.75,10.81,-1.0,-1.0,-1.2150000000000004e-05,,
SN2014ao,0.0140733,0.015028,0.888,0.006,16.303,0.01,-1.7,0.0282,0.0028,-5.868e-06,CSPII,Ia,0.979,0,1,0.6090000000000018,0.0078102496759066544,0.0,10.47,10.57,10.74,-1.0,-1.0,-2.1208e-06,,
SN2014at,0.03222,0.031543,0.95,0.003,17.071,0.009,-5.5,0.0164,0.0016,-1.275e-06,CSPII,Ia,0.984,1,1,-0.03399999999999892,0.006403124237432849,0.0,11.08,11.25,11.4,-1.0,-1.0,1.6929999999999989e-06,,
SN2014ba,0.0058367,0.0049902,0.338,0.02,14.731,0.081,6.8,0.0102,0.001,-9.224e-05,CSPII,Ia-91bg,0.954,0,1,0.9439999999999991,0.09402127418834526,0.0,10.56,10.64,11.06,-1.0,-1.0,3.7699999999999995e-06,,
SN2014dl,0.0329433,0.0331433,1.206,0.011,16.679,0.01,-7.7,0.0547,0.0055,2.791e-05,CSPII,Ia-91T,0.694,1,0,0.019999999999999574,0.0078102496759066544,0.0,9.19,9.48,9.68,-1.0,-1.0,8.69e-06,,
SN2014dn,0.0221733,0.0221408,0.466,0.005,17.147,0.011,-0.3,0.0161,0.0016,5.974e-06,CSPII,Ia,0.982,0,0,0.6529999999999987,0.01,0.0,10.58,10.65,10.72,-1.0,-1.0,-3.5830000000000003e-06,,
SN2014eg,0.01862,0.018331,1.177,0.01,15.682,0.014,-5.9,0.0257,0.0026,5.541e-05,CSPII,Ia-91T,0.947,0,1,0.2569999999999997,0.009219544457292887,0.0,11.47,11.62,11.73,-1.0,-1.0,-2.6147e-05,,
SN2015F,0.0048867,0.0052804,0.887,0.003,13.213,0.009,-14.6,0.1749,0.0175,6.072e-06,CSPII,Ia,0.987,0,1,0.05799999999999983,0.007211102550927979,0.0,10.97,10.97,10.97,31.45,0.064,5.238e-06,N2442,c
SNhunt281,0.0040667,0.004706,0.693,0.003,14.147,0.008,-12.0,0.0454,0.0045,-1.531e-06,CSPII,Ia,0.947,0,1,0.04499999999999993,0.007071067811865475,0.0,9.66,9.75,9.85,-1.0,-1.0,-1.6239999999999996e-06,,
