,sn,res_u,eres_u,zcmb_u,st_u,B-V_u,m_u,ml_u,mu_u,sample_u,cal_u,res_B,eres_B,zcmb_B,st_B,B-V_B,m_B,ml_B,mu_B,sample_B,cal_B,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal,res_V,eres_V,zcmb_V,st_V,B-V_V,m_V,ml_V,mu_V,sample_V,cal_V,res_r,eres_r,zcmb_r,st_r,B-V_r,m_r,ml_r,mu_r,sample_r,cal_r,res_i,eres_i,zcmb_i,st_i,B-V_i,m_i,ml_i,mu_i,sample_i,cal_i,res_Y,eres_Y,zcmb_Y,st_Y,B-V_Y,m_Y,ml_Y,mu_Y,sample_Y,cal_Y,res_J,eres_J,zcmb_J,st_J,B-V_J,m_J,ml_J,mu_J,sample_J,cal_J,res_H,eres_H,zcmb_H,st_H,B-V_H,m_H,ml_H,mu_H,sample_H,cal_H
91,SN2005iq,0.0952091465598172,0.256325497291312,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1387880262473615,0.1938149724291376,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1404052715711827,0.1791158258469033,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1415139907000835,0.1993300736149319,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1772069933161546,0.1826254139241815,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.146108671696318,0.1699000861543046,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1626614895907252,0.1431089129280456,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1332182853887147,0.1999489391047316,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none,0.1653572503796496,0.1741759473354882,0.03293,0.882,-0.031,10.54,10.47,10.6,CSPI,none
92,SN2005ir,-0.3099582811694645,0.2530487977503837,0.0752333,1.003,0.053,9.23,9.12,9.37,CSPI,none,-0.272180031481902,0.1802844790271372,0.0752333,1.003,0.053,9.23,9.12,9.37,CSPI,none,-0.2125274161580961,0.1576050201656641,0.0752333,1.003,0.053,9.23,9.12,9.37,CSPI,none,-0.2773496620291951,0.1854653884778156,0.0752333,1.003,0.053,9.23,9.12,9.37,CSPI,none,-0.1551683344131191,0.1643237555480853,0.0752333,1.003,0.053,9.23,9.12,9.37,CSPI,none,-0.1924680610329616,0.1482531669903429,0.0752333,1.003,0.053,9.23,9.12,9.37,CSPI,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,SN2005kc,-0.0639814820959969,0.3601048370291411,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.0903963275915415,0.2882176291217664,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.1563005029153572,0.2891766238299972,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.0795403370442713,0.300443427571462,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.0836382646603368,0.2834741528881952,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.0185518980405063,0.2765295509113009,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.0650519309348993,0.2275276264545823,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.1013764167328972,0.2849914492366451,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none,0.1389309167238366,0.2480928906703617,0.01389,0.933,0.234,11.06,10.6,11.5,CSPI,none
94,SN2005ke,0.1272765944161697,0.7983752799538381,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.2536502581037076,0.7450900546191495,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.2598302874275298,0.7895484119560753,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.2732744185564364,0.7822827080535927,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.2481721611725085,0.7456066368740569,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.3949466435526751,0.7399742782878528,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.4429109534470719,0.5870269830268626,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.6231974212450737,0.6645287474699088,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none,0.472755694235996,0.5937198683979374,0.0044833,0.436,0.662,10.43,10.29,10.61,CSPI,none
95,SN2005ki,-0.1807577347123015,0.2862555299948975,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,-0.07111147102475,0.2294198324981105,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,-0.0611708417009353,0.22242117592425,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,-0.0666179105720274,0.237593388064731,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,-0.0478691679559446,0.221268006012502,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,-0.0535410855757874,0.2109098804336276,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,0.0418380243186149,0.1739917138325418,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,0.0348592921166144,0.2281707892917548,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none,0.0349437651075348,0.1973286760385359,0.02037,0.836,-0.019,10.8,10.62,10.86,CSPI,none
96,SN2005ku,0.1413428655753534,0.4500129099978825,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,-0.0894160447370921,0.2809707853218069,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,0.0085034105867194,0.2660502315243764,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,-0.0956437152843605,0.3076139739989912,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,-0.062584987668302,0.2325531200806996,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,-0.0115776742881408,0.2097921262499446,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,-0.0117550013937375,0.2143118093941154,0.0441833,0.973,0.1,10.04,9.96,10.1,CSPI,none,,,,,,,,,,,,,,,,,,,,
97,SN2005lu,-0.1468172629088826,0.4331164089000721,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,0.0382651067786667,0.275569224051448,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,0.047245842102491,0.2647051645896844,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,0.0259127562313992,0.3027190900619776,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,0.0356972838474689,0.2356741141061652,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,0.0752692772276333,0.2108850985089919,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,0.2710095901220271,0.1710690190441356,0.0312933,1.063,0.25,9.86,9.68,10.03,CSPI,none,,,,,,,,,,,,,,,,,,,,
98,SN2005mc,-0.1035125121901501,0.4004263353704804,0.0260067,0.666,0.311,10.95,10.85,11.1,CSPI,none,-0.0667837285026067,0.2689403340771494,0.0260067,0.666,0.311,10.95,10.85,11.1,CSPI,none,-0.0197105791787848,0.258781516069037,0.0260067,0.666,0.311,10.95,10.85,11.1,CSPI,none,-0.0648607880498772,0.2764972694802328,0.0260067,0.666,0.311,10.95,10.85,11.1,CSPI,none,-0.0831723454338018,0.2293579115954923,0.0260067,0.666,0.311,10.95,10.85,11.1,CSPI,none,-0.084363643053642,0.2129123015525266,0.0260067,0.666,0.311,10.95,10.85,11.1,CSPI,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,SN2005na,-0.3833805899522744,0.2650470917513012,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.1467482382647276,0.2051118300421925,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.1476915209409099,0.1933616989381564,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.1452599058120043,0.2118347283040687,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.1269249831959271,0.1953494543949921,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.1529836728157647,0.1834804767663339,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.0452713189213653,0.1562402916803794,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.0966915471233633,0.2193964612643441,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none,-0.1184097181324403,0.1813490440045378,0.0268133,0.97,-0.015,10.97,10.9,11.05,CSPI,none
100,SN2006D,-0.1912540714982284,0.4237060555750495,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,-0.1828917578106867,0.3754886262195,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,-0.1529250784868807,0.3879508352338685,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,-0.1866423723579657,0.3926485746288899,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,-0.1690690047418783,0.3718649516256492,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,-0.1526957473617258,0.3649193327398068,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,0.0441356375326762,0.2934765347030508,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,0.0101305553306758,0.3500984084410441,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none,-0.0311424966784059,0.3078016339077334,0.00964,0.839,0.099,9.76,9.54,9.85,CSPI,none
101,SN2006X,-1.3908243811718035,0.5908232888748352,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.4613640294842585,0.5414077628073981,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.3180233121604452,0.5693317663001799,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.5257836970315282,0.5679555265051449,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.4972687744154562,0.5399006673774022,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.358103464035299,0.5340215297091646,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.2648951101409018,0.425182608447046,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.258563338342892,0.4884161457372807,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none,-1.073605509351971,0.4347124600012346,0.00632,0.97,1.213,9.33,9.06,9.43,CSPI,none
102,SN2006ax,0.0529611620509342,0.3009168387330064,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,-0.0228465882615012,0.2451193849176039,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,-0.0346819729376974,0.2408263256316313,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,-0.0182102188087895,0.2543628579356578,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,-0.0174788911927095,0.2376202162525485,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,-0.0500366178125517,0.2278532034254187,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,0.0144961350818491,0.1867515439564148,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,0.0131581408798453,0.2403843397771394,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none,0.0805849208707769,0.208529246394497,0.0179567,1.003,-0.073,10.92,10.79,11.04,CSPI,none
103,SN2006bh,0.0614706633893362,0.3987987577223498,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1276801530768878,0.3510085503954874,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1417300084006925,0.3607759201238644,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1314340825296085,0.3666722416970239,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1105148101456876,0.3467259537037642,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1294905235258383,0.3393968079034324,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1685503964202439,0.2727943706548159,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1489603222182367,0.3266621337162158,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none,0.1716169822091657,0.2879102202290903,0.0104933,0.827,-0.01,10.43,10.31,10.49,CSPI,none
104,SN2006ef,0.1846886166886463,0.4774831975103423,0.0170267,0.858,-0.024,10.35,10.18,10.49,CSPI,none,0.1999157763761871,0.3225478629745251,0.0170267,0.858,-0.024,10.35,10.18,10.49,CSPI,none,0.204053301699993,0.3250373696594618,0.0170267,0.858,-0.024,10.35,10.18,10.49,CSPI,none,0.2027730608289175,0.3408193520981349,0.0170267,0.858,-0.024,10.35,10.18,10.49,CSPI,none,0.2177338634449839,0.2834535481244747,0.0170267,0.858,-0.024,10.35,10.18,10.49,CSPI,none,0.2475832218251383,0.2640631469166321,0.0170267,0.858,-0.024,10.35,10.18,10.49,CSPI,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,SN2006ej,0.0290092743013019,0.3993529752220425,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.0622308759888383,0.2806494757327368,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.0862128433126514,0.2767724066661342,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.0635593334415673,0.2953611447199776,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.0757023810576527,0.2507069148356439,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.1322995664378012,0.2312625560003132,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.1362172953321945,0.183279060637743,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,-0.0102646828698027,0.2432652184387568,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none,0.2365125211211278,0.2056115262001449,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none
106,SN2006eq,-0.0619333795826619,0.4437195636255751,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.0979144358951131,0.2653752771720573,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.0494491265713108,0.2506184964637607,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.095883955442396,0.2707867415844832,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.075195412826325,0.2150505781312149,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.0673272504461621,0.1955958574195796,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.0299083005517601,0.1576418298849916,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.0911115927537551,0.2254561405265642,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none,-0.6432719597628278,0.2049060158895417,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none
107,SN2006et,0.2185185918314758,0.2811621208904893,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.0821223855190282,0.2235916864732008,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.067152544842834,0.2151362900056618,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.0843668909717436,0.2317385799685743,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.0556770585878325,0.2149693580966116,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,-0.0258938040320231,0.2040930017770389,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.0300588208623793,0.1685645742077051,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.1226655786603885,0.2228038419766945,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none,0.0787802866513089,0.1921903285247782,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none
108,SN2006fw,-0.2640764598408296,0.4401328380818537,0.0819867,0.901,0.109,9.42,9.32,9.62,CSPI,none,-0.0466307861532797,0.2878778212796489,0.0819867,0.901,0.109,9.42,9.32,9.62,CSPI,none,-0.1612647468294739,0.2548529126452992,0.0819867,0.901,0.109,9.42,9.32,9.62,CSPI,none,-0.0538145607005589,0.3079554008129241,0.0819867,0.901,0.109,9.42,9.32,9.62,CSPI,none,-0.2654425930844866,0.235586598106892,0.0819867,0.901,0.109,9.42,9.32,9.62,CSPI,none,-0.511476175704324,0.20573528873737,0.0819867,0.901,0.109,9.42,9.32,9.62,CSPI,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,SN2006gj,0.1994084682317023,0.2684906659469979,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.348301501919245,0.2061623402095689,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.4020049012430604,0.1940989886812985,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.3455135673719667,0.2126582458558335,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.3008311349880443,0.1956801783780393,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.2021677123682081,0.1838516841470295,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.0816294572625935,0.1628373365671847,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,-0.0128598649394007,0.2247148626735967,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none,0.1763027230515348,0.18866144239267,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none
110,SN2006gt,-0.152407437722978,0.2531427290747659,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,-0.100662436035428,0.1856650393919944,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,-0.0857390687116179,0.1680831133177245,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,-0.0844493785827111,0.1903362988544768,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,0.0030526690333658,0.1721348745522017,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,-0.0467317455864702,0.1579675938466103,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,0.0357311833079307,0.1342804446189647,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,0.0540704051059321,0.1945756085914836,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none,0.087033409096854,0.18615561404249,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none
111,SN2006hb,-0.2040681901513394,0.43286450843944,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.1632939104637927,0.3158709757664847,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.1567472651399768,0.3142394796403822,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.1582453460110642,0.3270916907192472,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.0886433433949918,0.2852532342900563,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.1159852650148351,0.2719556193223038,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.0827492471204323,0.2158827256633944,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.1758472513224305,0.2718136883464909,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none,-0.0599884863315054,0.2293967059687611,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none
112,SN2006hx,-0.1640295595002356,0.2956788433232193,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.1340702078126909,0.2041582607651031,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.0725504904888865,0.1891864798808351,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.1403863753599594,0.2146971254417217,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.0780939527438846,0.1841164375267673,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.2630221423637309,0.1708676740945623,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,0.033910711530666,0.1450966711481997,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.0274705166713218,0.1993500421194195,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none,-0.0851021876804054,0.1718070553018698,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none
113,SN2006is,-0.4728394053551952,0.4295508523463044,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.3855660756676471,0.2749865868479539,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.3592783803438379,0.2584959857962231,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.3913031862149267,0.3044144690551099,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.3432780585988411,0.2399144549156744,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.187375305218687,0.2171168290980213,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.0475735123242841,0.1691410427672321,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.1197488665262795,0.2237023822854319,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none,-0.0855561265353586,0.1844815255606253,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none
114,SN2006kf,0.0750310535102798,0.2867181902041618,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.0911898071978214,0.227756443229838,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.1210589265216413,0.2202893833450972,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.09755055265056,0.2357816530127495,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.0861863202666342,0.2193573385962377,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.0707632176467853,0.2089313458419051,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.0178903225411843,0.1724758287513113,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,0.0391247603391846,0.227051948977668,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none,-0.0085750116698832,0.196497748119522,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none
115,SN2006lu,-0.1991080195303993,0.3859694796151731,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,-0.1460017698428402,0.2407431280706537,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,-0.1436651545190415,0.2317042159912398,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,-0.1453794003901194,0.2606432400555618,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,-0.0833180727740554,0.2029555231239485,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,-0.0672937993938873,0.1830636694198314,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,0.1712369535005109,0.1523697973053197,0.0543967,1.003,-0.019,10.29,10.22,10.37,CSPI,none,,,,,,,,,,,,,,,,,,,,
116,SN2006mr,0.0734919182746089,0.6767340703303973,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,0.16215252796216,0.6181031750506457,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,0.1562775032859669,0.651235360956078,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,0.2029597374148792,0.6475792524509199,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,0.0159656650309543,0.615599842069124,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,0.0941840984111124,0.6096928656205095,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,-0.1293934686944879,0.4853997436029,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,0.1382174171035117,0.5533961756232006,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none,-0.1683844829055587,0.4937188812993939,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none
117,SN2006ob,-0.7090094650908867,0.2502675472958504,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.2106937514033404,0.17938739741202,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.1945236720795264,0.1597961789088016,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.2059747659506285,0.1834080339873078,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.0936773983345489,0.1651904939475266,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.1775987409543873,0.150577985299759,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.0760431560599883,0.1443406080219583,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.0016810382619922,0.2069778482800127,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none,-0.160573290271067,0.1819279320990025,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none
118,SN2006os,-0.0669216451576701,0.395855005142848,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,0.0205539885298691,0.2548160898520158,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,0.0840379878536836,0.246093066502605,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,0.0048314539825966,0.2727822463470613,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,-0.0417159784013279,0.2185515135326458,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,-0.0660178010211609,0.2014027646459349,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,-0.0199092561267733,0.1497206870180681,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,0.0332722216712255,0.2045635809255204,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none,-0.0232569903378347,0.182060674158436,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none
119,SN2006py,-0.4190088750559724,0.2683686628653154,0.0566433,0.966,0.086,9.1,8.94,9.24,CSPI,none,-0.2459338913684163,0.1908146426530995,0.0566433,0.966,0.086,9.1,8.94,9.24,CSPI,none,-0.2178145420446142,0.1675669972179294,0.0566433,0.966,0.086,9.1,8.94,9.24,CSPI,none,-0.253343150915704,0.1971081715025924,0.0566433,0.966,0.086,9.1,8.94,9.24,CSPI,none,-0.1960477082996234,0.1724451327004122,0.0566433,0.966,0.086,9.1,8.94,9.24,CSPI,none,-0.2319318059194657,0.1554433060031443,0.0566433,0.966,0.086,9.1,8.94,9.24,CSPI,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,SN2007A,-0.1225852062814993,0.3266968207190288,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.0661593454060351,0.2671348212247263,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.11150226272985,0.2602044752149251,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.0572094778587484,0.2778907380224524,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.0936814004748285,0.2567503170517431,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.0353799108549921,0.2442662427340265,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.1232338647493946,0.1972670747293659,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.105333236547402,0.2500718331074267,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none,0.1943964655383183,0.2197266391905578,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none
